tr1,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
tr20615,25, Private, 126974, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr20616,23, Private, 180060, Bachelors, 13, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 50, United-States, <=50K
tr20617,35, Local-gov, 38948, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr20618,28, Private, 271572, 9th, 5, Never-married, Other-service, Other-relative, White, Male, 0, 0, 52, United-States, <=50K
tr20619,41, Private, 177305, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, >50K
tr20620,26, Private, 238367, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr20621,37, Private, 172232, HS-grad, 9, Divorced, Other-service, Not-in-family, Black, Female, 0, 0, 30, United-States, <=50K
tr20622,22, Private, 153805, HS-grad, 9, Never-married, Other-service, Unmarried, Other, Male, 0, 0, 20, Puerto-Rico, <=50K
tr20623,30, Private, 26543, Bachelors, 13, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr20624,42, Private, 109067, Bachelors, 13, Separated, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr20625,38, Private, 213716, Assoc-voc, 11, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
tr20626,49, Private, 149809, Preschool, 1, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, ?, <=50K
tr20627,27, Private, 185670, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K
tr20628,43, Federal-gov, 233851, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K
tr20629,68, ?, 192052, Some-college, 10, Married-civ-spouse, ?, Wife, White, Female, 0, 2457, 40, United-States, <=50K
tr20630,41, Private, 193524, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1485, 40, United-States, <=50K
tr20631,25, Private, 213385, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr20632,23, Private, 38238, Bachelors, 13, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr20633,68, Private, 104438, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, Ireland, >50K
tr20634,17, Private, 202344, 10th, 6, Never-married, Other-service, Own-child, White, Male, 0, 0, 25, United-States, <=50K
tr20635,45, Private, 102147, Assoc-voc, 11, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
tr20636,30, Private, 231826, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
tr20637,49, State-gov, 247378, Some-college, 10, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
tr20638,42, Private, 78765, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 3103, 0, 45, United-States, >50K
tr20639,29, Private, 184078, HS-grad, 9, Never-married, Other-service, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
tr20640,21, Local-gov, 102942, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 2001, 40, United-States, <=50K
tr20641,20, Private, 258430, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 19, United-States, <=50K
tr20642,59, Private, 244554, 11th, 7, Divorced, Other-service, Not-in-family, Black, Female, 0, 0, 35, United-States, <=50K
tr20643,26, Private, 252565, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States, <=50K
tr20644,25, Private, 262778, Masters, 14, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 37, United-States, <=50K
tr20645,33, Private, 162572, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 55, United-States, >50K
tr20646,35, Private, 65706, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
tr20647,45, Federal-gov, 102569, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
tr20648,66, Private, 350498, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 28, United-States, <=50K
tr20649,67, ?, 159542, 5th-6th, 3, Widowed, ?, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
tr20650,33, Private, 142383, Assoc-acdm, 12, Never-married, Sales, Not-in-family, Other, Male, 0, 0, 36, United-States, <=50K
tr20651,38, Private, 229236, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Other, Male, 0, 0, 40, Puerto-Rico, <=50K
tr20652,72, Private, 56559, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 12, United-States, <=50K
tr20653,21, Private, 27049, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 12, United-States, <=50K
tr20654,39, Private, 36376, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, <=50K
tr20655,41, Private, 194360, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1887, 40, United-States, >50K
tr20656,22, Private, 246965, Some-college, 10, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 12, United-States, <=50K
tr20657,49, Self-emp-inc, 191277, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 50, United-States, >50K
tr20658,24, Private, 268525, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 32, United-States, <=50K
tr20659,25, Private, 456604, 11th, 7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr20660,26, Private, 223464, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr20661,50, Private, 341797, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr20662,23, Private, 174461, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr20663,41, Private, 392167, 10th, 6, Divorced, Sales, Not-in-family, White, Male, 0, 0, 48, United-States, <=50K
tr20664,60, Private, 210064, HS-grad, 9, Divorced, Protective-serv, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr20665,67, ?, 233182, HS-grad, 9, Divorced, ?, Not-in-family, White, Female, 0, 0, 7, United-States, <=50K
tr20666,77, Local-gov, 177550, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 3818, 0, 14, United-States, <=50K
tr20667,62, Private, 143312, Some-college, 10, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 60, United-States, <=50K
tr20668,22, Private, 326334, Some-college, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 35, United-States, <=50K
tr20669,37, Private, 179088, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr20670,17, Private, 207637, 11th, 7, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 10, United-States, <=50K
tr20671,52, Federal-gov, 37289, Masters, 14, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, >50K
tr20672,31, Private, 36069, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
tr20673,23, Federal-gov, 53245, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr20674,27, Self-emp-inc, 399904, HS-grad, 9, Never-married, Craft-repair, Other-relative, White, Male, 0, 0, 50, Mexico, <=50K
tr20675,38, Self-emp-inc, 199346, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 45, United-States, <=50K
tr20676,23, Private, 343019, 10th, 6, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr20677,22, State-gov, 232742, Some-college, 10, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
tr20678,61, Self-emp-not-inc, 390472, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr20679,23, Private, 242912, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 4650, 0, 40, United-States, <=50K
tr20680,39, Private, 70240, 5th-6th, 3, Married-spouse-absent, Other-service, Unmarried, Asian-Pac-Islander, Female, 0, 0, 40, Philippines, <=50K
tr20681,25, Private, 153841, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr20682,25, Private, 137367, Bachelors, 13, Never-married, Sales, Unmarried, Asian-Pac-Islander, Male, 0, 0, 44, Philippines, <=50K
tr20683,66, Private, 313255, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 24, United-States, <=50K
tr20684,30, Private, 100734, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, <=50K
tr20685,32, Private, 248584, HS-grad, 9, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr20686,18, Private, 335065, 7th-8th, 4, Never-married, Sales, Own-child, White, Male, 0, 0, 30, Mexico, <=50K
tr20687,20, Private, 219262, 11th, 7, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
tr20688,20, Private, 186830, HS-grad, 9, Never-married, Transport-moving, Other-relative, Black, Male, 0, 0, 45, United-States, <=50K
tr20689,34, Private, 226385, Masters, 14, Divorced, Exec-managerial, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
tr20690,33, Private, 609789, Assoc-acdm, 12, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
tr20691,40, Private, 307767, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, <=50K
tr20692,33, Private, 217460, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K
tr20693,30, Private, 104052, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 1741, 42, United-States, <=50K
tr20694,41, Local-gov, 160893, Preschool, 1, Never-married, Handlers-cleaners, Own-child, White, Female, 0, 0, 30, United-States, <=50K
tr20695,20, Private, 68358, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 12, United-States, <=50K
tr20696,40, Self-emp-not-inc, 243636, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
tr20697,44, Self-emp-not-inc, 71269, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr20698,50, Private, 71898, 5th-6th, 3, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female, 0, 0, 35, Philippines, <=50K
tr20699,38, ?, 212048, Prof-school, 15, Divorced, ?, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
tr20700,30, Local-gov, 115040, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male, 0, 0, 25, United-States, <=50K
tr20701,45, Private, 111994, Some-college, 10, Divorced, Sales, Not-in-family, White, Male, 4650, 0, 40, United-States, <=50K
tr20702,25, Private, 210794, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K
tr20703,22, ?, 88126, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr20704,25, Private, 570821, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr20705,63, ?, 146196, Bachelors, 13, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr20706,55, State-gov, 169482, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, >50K
tr20707,26, Private, 63577, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
tr20708,22, Private, 208946, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr20709,41, Self-emp-not-inc, 26598, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr20710,21, Private, 189203, Assoc-voc, 11, Never-married, Protective-serv, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr20711,39, Private, 183892, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr20712,82, ?, 194590, Assoc-voc, 11, Widowed, ?, Not-in-family, White, Female, 0, 0, 8, United-States, <=50K
tr20713,18, Private, 188616, 11th, 7, Never-married, Sales, Own-child, White, Male, 0, 0, 15, United-States, <=50K
tr20714,60, Private, 116707, 11th, 7, Divorced, Protective-serv, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr20715,22, Private, 99199, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 20, United-States, <=50K
tr20716,39, Local-gov, 183620, Some-college, 10, Never-married, Protective-serv, Not-in-family, Black, Female, 0, 0, 40, United-States, >50K
tr20717,34, Private, 110476, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr20718,53, Private, 150726, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr20719,27, Private, 214695, HS-grad, 9, Never-married, Sales, Own-child, Black, Male, 0, 0, 60, United-States, <=50K
tr20720,37, Private, 172694, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 0, 0, 50, United-States, <=50K
tr20721,25, Private, 344804, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 50, Mexico, <=50K
tr20722,33, Private, 319422, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, Peru, <=50K
tr20723,34, State-gov, 327902, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, <=50K
tr20724,35, Private, 438176, Assoc-voc, 11, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 65, United-States, <=50K
tr20725,33, Private, 219838, 10th, 6, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr20726,57, Self-emp-not-inc, 35561, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, >50K
tr20727,25, ?, 156848, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr20728,56, Private, 190257, 7th-8th, 4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr20729,34, Private, 156464, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 85, England, >50K
tr20730,36, Private, 65624, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr20731,46, Private, 201699, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
tr20732,55, Private, 349910, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 45, United-States, >50K
tr20733,88, Self-emp-not-inc, 187097, Prof-school, 15, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr20734,40, Self-emp-not-inc, 282678, Masters, 14, Separated, Exec-managerial, Unmarried, White, Female, 0, 0, 20, United-States, <=50K
tr20735,21, Private, 188923, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 55, United-States, <=50K
tr20736,46, Private, 114797, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female, 0, 0, 36, United-States, <=50K
tr20737,56, Private, 245215, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K
tr20738,36, Self-emp-not-inc, 36270, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
tr20739,67, Self-emp-not-inc, 107138, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr20740,35, Private, 77820, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K
tr20741,20, Private, 39477, Some-college, 10, Never-married, Farming-fishing, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
tr20742,34, Private, 58305, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1573, 40, United-States, <=50K
tr20743,23, Private, 359759, HS-grad, 9, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, <=50K
tr20744,19, ?, 249147, HS-grad, 9, Never-married, ?, Own-child, White, Male, 0, 0, 30, United-States, <=50K
tr20745,19, Private, 44797, Some-college, 10, Never-married, Farming-fishing, Not-in-family, White, Female, 0, 0, 15, United-States, <=50K
tr20746,25, Private, 164488, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
tr20747,53, Private, 48413, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr20748,31, Self-emp-not-inc, 36592, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 91, United-States, <=50K
tr20749,33, Private, 280923, 7th-8th, 4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, Mexico, <=50K
tr20750,33, Federal-gov, 29617, Some-college, 10, Divorced, Other-service, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
tr20751,45, Self-emp-inc, 208802, Prof-school, 15, Divorced, Prof-specialty, Unmarried, White, Male, 25236, 0, 36, United-States, >50K
tr20752,20, ?, 37932, HS-grad, 9, Never-married, ?, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
tr20753,36, Private, 181705, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
tr20754,36, Private, 147548, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 85, United-States, <=50K
